;origin;destination;departure;drone
3537;(9.716864861938786, 52.3094373388481);(9.688928719683693, 52.39269805011251);01:08:14.21;W178
3538;(9.706655240127184, 52.409256431451354);(9.807845833627463, 52.32960487940168);01:08:15.37;W178
3539;(9.777376130024516, 52.41295615220658);(9.759880111600285, 52.418760796753034);01:08:16.53;Amzn
3540;(9.80078481431822, 52.32075291942537);(9.729635135853913, 52.424915550080534);01:08:17.69;W178
3541;(9.686714420587032, 52.33612149192902);(9.808189538702463, 52.43819902174031);01:08:18.84;M600
3542;(9.727185732981827, 52.32046744304395);(9.83092256880057, 52.366293918053685);01:08:20.00;Amzn
3543;(9.661093067528036, 52.4057878485743);(9.666792686550588, 52.327192677402465);01:08:21.16;Amzn
3544;(9.77333281163557, 52.29913303804205);(9.829924106593007, 52.316087984218875);01:08:22.32;Amzn
3545;(9.663339301025475, 52.38476487472039);(9.702480638919779, 52.3755358153353);01:08:23.47;Amzn
3546;(9.749326371514096, 52.32612577987217);(9.694860949905804, 52.366388631366554);01:08:24.63;M600
3547;(9.82207904176854, 52.3234166284394);(9.78550904103276, 52.331508372664715);01:08:25.79;M600
3548;(9.7729958395792, 52.41658567777233);(9.672570522981994, 52.35563426617467);01:08:26.94;Amzn
3549;(9.805193494000878, 52.311749984915295);(9.725553737975215, 52.31535408225054);01:08:28.10;M600
3550;(9.788124786287302, 52.31521382055646);(9.713078587848052, 52.43732203792676);01:08:29.26;W178
3551;(9.681542427934227, 52.35010815633431);(9.66691481324293, 52.329500070308946);01:08:30.42;M600
3552;(9.785035358731204, 52.38191452275014);(9.65162571700697, 52.3245054202155);01:08:31.57;M600
3553;(9.692861078980803, 52.40790231990766);(9.684709291305378, 52.38924929190039);01:08:32.73;Amzn
3554;(9.696307589390402, 52.311074974351506);(9.703919105120097, 52.357219370503564);01:08:33.89;Amzn
3555;(9.73498144291581, 52.38950183359626);(9.844154414706999, 52.39845025154049);01:08:35.04;M600
3556;(9.653007722208894, 52.33432649246737);(9.723436734553633, 52.42987423268665);01:08:36.20;M600
3557;(9.652434669785366, 52.39906267291861);(9.76760259768322, 52.33836373874231);01:08:37.36;M600
3558;(9.667758228524553, 52.3797027896033);(9.803502887737045, 52.368880875091264);01:08:38.52;Amzn
3559;(9.830881818988638, 52.4027789274165);(9.779714934160529, 52.3319306114512);01:08:39.67;Amzn
3560;(9.804557246477255, 52.34926118634866);(9.660909925004379, 52.43141262257098);01:08:40.83;M600
3561;(9.698497820139671, 52.419601688760494);(9.645093807277352, 52.40328643424017);01:08:41.99;Amzn
3562;(9.682098751721984, 52.30070088067189);(9.8143514138501, 52.36768725815116);01:08:43.15;M600
3563;(9.830217647302135, 52.428540789799214);(9.772684579735461, 52.41589907769601);01:08:44.30;Amzn
3564;(9.812703133361765, 52.338722025645);(9.67102374026558, 52.40108081272616);01:08:45.46;W178
3565;(9.676678540420065, 52.30101340824215);(9.779148028210404, 52.31574383822);01:08:46.62;Amzn
3566;(9.75287262409385, 52.31433511838819);(9.71977379431347, 52.36557369354222);01:08:47.77;M600
3567;(9.809920310598644, 52.36987040687558);(9.841264837855624, 52.373252809008925);01:08:48.93;Amzn
3568;(9.74683447390159, 52.36353878347412);(9.730333514931058, 52.305905527231836);01:08:50.09;Amzn
3569;(9.835066719389452, 52.42124955778191);(9.677518288014499, 52.34413157621635);01:08:51.25;Amzn
3570;(9.74764049653768, 52.364506091846444);(9.661890576288442, 52.412314770448376);01:08:52.40;W178
3571;(9.783910353537186, 52.434124118250814);(9.658133302824483, 52.416121264139385);01:08:53.56;M600
3572;(9.842942383227125, 52.356007334891615);(9.779751556578706, 52.374954706924896);01:08:54.72;M600
3573;(9.796165272440074, 52.43249064695443);(9.761781975024226, 52.431147683157675);01:08:55.87;M600
3574;(9.690956500141635, 52.35890282545856);(9.756196867672525, 52.354789027660644);01:08:57.03;Amzn
3575;(9.841114898845692, 52.41751925699626);(9.807931699177663, 52.37616085882587);01:08:58.19;M600
3576;(9.755995847546076, 52.30964901517057);(9.695186375326603, 52.335361409392576);01:08:59.35;Amzn
3577;(9.7203153803623, 52.39961416818071);(9.830416905121949, 52.36326629032886);01:09:00.50;M600
3578;(9.819932747443225, 52.313658538711415);(9.820686119368952, 52.43383105615836);01:09:01.66;Amzn
3579;(9.782727057494382, 52.32304017017491);(9.73549107282479, 52.3564292874518);01:09:02.82;Amzn
3580;(9.824116742210384, 52.32739463477041);(9.64536502445789, 52.335299657614534);01:09:03.97;M600
3581;(9.82776004855789, 52.40194357147604);(9.652504536320775, 52.38089043568189);01:09:05.13;Amzn
3582;(9.809616354894455, 52.35743918235122);(9.731531403905358, 52.41025514920695);01:09:06.29;M600
3583;(9.842954407063807, 52.36983281799388);(9.795472971628149, 52.32968672575048);01:09:07.45;Amzn
3584;(9.64548841187242, 52.31377048835444);(9.701422380947832, 52.34733291554052);01:09:08.60;Amzn
3585;(9.837726103259081, 52.311071147007226);(9.678286605339604, 52.383369631154494);01:09:09.76;M600
3586;(9.701649814652898, 52.335328494052405);(9.837716588451437, 52.372501396520526);01:09:10.92;M600
3587;(9.68862662837201, 52.30994584381545);(9.769976016570302, 52.350565803069834);01:09:12.08;M600
3588;(9.702992529147602, 52.42438484458316);(9.672679088076704, 52.3500828874736);01:09:13.23;M600
3589;(9.742358881053246, 52.402240538317656);(9.812721922266368, 52.344315752299586);01:09:14.39;M600
3590;(9.671506490103837, 52.3916536989642);(9.657487545763972, 52.30749268403359);01:09:15.55;Amzn
3591;(9.734515557601581, 52.37130345923537);(9.739792127661648, 52.386007786302);01:09:16.70;Amzn
3592;(9.706975052700953, 52.376472105939406);(9.767786971295923, 52.34937543439269);01:09:17.86;Amzn
3593;(9.743449267908504, 52.341326470004425);(9.68972226351754, 52.323473931828055);01:09:19.02;M600
3594;(9.66811167433799, 52.41464071942828);(9.697844729354518, 52.34442270075925);01:09:20.18;M600
3595;(9.725486505626609, 52.40966406058112);(9.748510910145356, 52.33414984668615);01:09:21.33;Amzn
3596;(9.749604046686676, 52.31771669248183);(9.803272833397012, 52.38467347700864);01:09:22.49;M600
3597;(9.799488753578194, 52.41766394867518);(9.643607355137396, 52.426146814572306);01:09:23.65;M600
3598;(9.791531448367545, 52.37625795842148);(9.65003176112131, 52.36611310497119);01:09:24.80;M600
3599;(9.830694369071605, 52.37195720096763);(9.759353643200946, 52.41409159413071);01:09:25.96;M600
3600;(9.685706233027693, 52.404780644912165);(9.837427460437915, 52.34029868732213);01:09:27.12;M600
3601;(9.768440950479883, 52.32433904871393);(9.651257469338557, 52.404883622037964);01:09:28.28;M600
3602;(9.805899254849892, 52.398277353318754);(9.828592723604105, 52.42541081396289);01:09:29.43;Amzn
3603;(9.645080082249581, 52.37831327621273);(9.814976290798569, 52.337809950872675);01:09:30.59;M600
3604;(9.738830571586425, 52.366273589418554);(9.767974862179656, 52.29859333625601);01:09:31.75;M600
3605;(9.8201508685264, 52.376578419589364);(9.725576900879648, 52.38258132626646);01:09:32.91;M600
3606;(9.682855387087638, 52.326006789416276);(9.7814951483923, 52.337239850698);01:09:34.06;Amzn
3607;(9.765488327225102, 52.316324557183044);(9.673228808244707, 52.35734536169242);01:09:35.22;Amzn
3608;(9.800804013470515, 52.375989042609284);(9.71247930793867, 52.39273797036114);01:09:36.38;M600
3609;(9.67395272913976, 52.40567971288809);(9.69424444961135, 52.42893420843588);01:09:37.53;Amzn
3610;(9.826382142832108, 52.407497131064204);(9.786700387683092, 52.35073479861681);01:09:38.69;M600
3611;(9.663101102285616, 52.32379784340868);(9.830517904413883, 52.30590820719951);01:09:39.85;M600
3612;(9.77638751698353, 52.421071359118635);(9.643959670688945, 52.3666628052344);01:09:41.01;W178
3613;(9.765316261211673, 52.36779936799269);(9.669419758673653, 52.31127213080963);01:09:42.16;W178
3614;(9.682986368568828, 52.33942313773752);(9.76279587926892, 52.37183669285455);01:09:43.32;M600
3615;(9.668141682731942, 52.336943831550236);(9.704918979860384, 52.34415441824656);01:09:44.48;M600
3616;(9.65877516585429, 52.4039891665967);(9.6682469759598, 52.40095650452294);01:09:45.63;W178
3617;(9.699301784778974, 52.36952399800742);(9.841016896747078, 52.31680954653779);01:09:46.79;M600
3618;(9.72711262308112, 52.41524819842631);(9.815752592930306, 52.35786891785867);01:09:47.95;Amzn
3619;(9.706711317943407, 52.30481985071759);(9.658901142745412, 52.35217578682025);01:09:49.11;M600
3620;(9.70087155691736, 52.43349039028656);(9.815519850065503, 52.408428989899996);01:09:50.26;M600
3621;(9.767051154231263, 52.41725664488873);(9.768679028167385, 52.35650493856296);01:09:51.42;Amzn
3622;(9.753764348098958, 52.39144710396331);(9.742287275767351, 52.30438205545814);01:09:52.58;M600
3623;(9.737094807332053, 52.43705944782914);(9.755265791102444, 52.374940974477376);01:09:53.74;M600
3624;(9.831685221692007, 52.41197152630216);(9.71129586983957, 52.364888309507606);01:09:54.89;W178
3625;(9.680792714424163, 52.3062422721412);(9.77876287115538, 52.36917134687195);01:09:56.05;M600
3626;(9.6598345022325, 52.34927581234285);(9.648629598962103, 52.399081927166186);01:09:57.21;M600
3627;(9.75643149149799, 52.31539489543002);(9.7896267899463, 52.36984124214666);01:09:58.36;M600
3628;(9.714476811555668, 52.34905198884798);(9.70216709927772, 52.38330393262434);01:09:59.52;M600
3629;(9.770712706124728, 52.36502521674379);(9.755246180588657, 52.335102523254186);01:10:00.68;Amzn
3630;(9.821451148217767, 52.406091183725465);(9.787358741662093, 52.41294651114828);01:10:01.84;M600
3631;(9.759985166738055, 52.32802725023437);(9.827334299116648, 52.42978861029465);01:10:02.99;M600
3632;(9.722874454652853, 52.406270532093366);(9.743000017604409, 52.41099678331587);01:10:04.15;M600
3633;(9.817078535005539, 52.43524373568617);(9.834550713498023, 52.361519247487976);01:10:05.31;Amzn
3634;(9.6610515181032, 52.38913527052583);(9.778855926434245, 52.38064510747861);01:10:06.46;M600
3635;(9.665473922569415, 52.4375893032066);(9.739248470661728, 52.35990118461505);01:10:07.62;Amzn
3636;(9.662135686291329, 52.30303959596432);(9.830530586628328, 52.33784570787323);01:10:08.78;Amzn
3637;(9.772193192537435, 52.407607943414696);(9.702334277939054, 52.41714181895702);01:10:09.94;M600
3638;(9.78138634032248, 52.3547586206906);(9.781450768544433, 52.42418598610222);01:10:11.09;W178
3639;(9.69859205310063, 52.31367972822668);(9.655474999030282, 52.428691454439225);01:10:12.25;M600
3640;(9.7308458186494, 52.344198332193464);(9.649200185617614, 52.36844761062874);01:10:13.41;W178
3641;(9.71967790330663, 52.33283162172439);(9.798505374270794, 52.36910482688428);01:10:14.56;W178
3642;(9.66113480296247, 52.39226464355381);(9.802724576850226, 52.41993597222136);01:10:15.72;W178
3643;(9.83567474709023, 52.350930516701155);(9.771923862936486, 52.416190921355486);01:10:16.88;Amzn
3644;(9.651655946031134, 52.34647818908291);(9.660077799107695, 52.34115459701443);01:10:18.04;M600
3645;(9.841069092287, 52.320033610705664);(9.695127973776353, 52.30877067261302);01:10:19.19;M600
3646;(9.653803738529446, 52.32247512905013);(9.706850317181054, 52.41368515969278);01:10:20.35;M600
3647;(9.734542529286804, 52.32468555558199);(9.825529362428538, 52.3522436317109);01:10:21.51;M600
3648;(9.710628942579037, 52.378608060622085);(9.730775910884947, 52.314162577466035);01:10:22.67;M600
3649;(9.76902203739444, 52.30569146021073);(9.719134239365516, 52.34251813237537);01:10:23.82;M600
3650;(9.764185321713367, 52.39376101715114);(9.688249719276119, 52.36588239730784);01:10:24.98;Amzn
3651;(9.654804152917489, 52.35010752835233);(9.725591039405458, 52.353973902274056);01:10:26.14;Amzn
3652;(9.764594985379935, 52.3890211599189);(9.789914411839755, 52.43234447881119);01:10:27.29;M600
3653;(9.696728935618454, 52.39398006665169);(9.71227634189899, 52.3461844276214);01:10:28.45;M600
3654;(9.710919720628196, 52.383919135290526);(9.785184918523944, 52.30301482535547);01:10:29.61;Amzn
3655;(9.778289775914436, 52.36909755810942);(9.811219111027663, 52.31714419272725);01:10:30.77;M600
3656;(9.66115252575484, 52.324541347306216);(9.69797286440604, 52.36018667919915);01:10:31.92;M600
3657;(9.767156713050246, 52.301143719960926);(9.755507497472983, 52.33570359107363);01:10:33.08;M600
3658;(9.686209101182966, 52.36721710517648);(9.657136973551966, 52.39657669406504);01:10:34.24;W178
3659;(9.779433411272429, 52.43116967823549);(9.657177838017777, 52.339056623443206);01:10:35.39;Amzn
3660;(9.763824914410373, 52.41129587581956);(9.755972801028086, 52.43745047889145);01:10:36.55;M600
3661;(9.752736201836106, 52.387916899637496);(9.831503133280007, 52.364017547644394);01:10:37.71;M600
3662;(9.8067285447119, 52.330989226660215);(9.674463089776198, 52.40953350012174);01:10:38.87;Amzn
3663;(9.701899231195641, 52.42682842024981);(9.657050718240777, 52.339198712926155);01:10:40.02;M600
3664;(9.732380095549688, 52.423363117053185);(9.704611729613948, 52.33335129061873);01:10:41.18;Amzn
3665;(9.67031636844255, 52.38739512623329);(9.710854618473228, 52.43731996459468);01:10:42.34;M600
3666;(9.813718311409703, 52.34217534150268);(9.793249677608703, 52.30367322918405);01:10:43.50;W178
3667;(9.659552631265612, 52.390099234290766);(9.833222933537899, 52.40134093272482);01:10:44.65;M600
3668;(9.839057597249331, 52.387573625078545);(9.804644830879774, 52.29910722156498);01:10:45.81;Amzn
3669;(9.806905415943223, 52.298525668431736);(9.708650095736061, 52.391322436719015);01:10:46.97;W178
3670;(9.656705301816956, 52.29814074093526);(9.691479437882053, 52.43672109326028);01:10:48.12;M600
3671;(9.65634491202348, 52.34893781103924);(9.780025897974253, 52.303501613021524);01:10:49.28;Amzn
3672;(9.7781175952484, 52.40607572900675);(9.688401991992697, 52.425843529446496);01:10:50.44;W178
3673;(9.803511986135774, 52.360662163706856);(9.669320292547047, 52.3701965891508);01:10:51.60;M600
3674;(9.814341459583737, 52.343816757582154);(9.783152293660816, 52.36088729771397);01:10:52.75;Amzn
3675;(9.834679954838332, 52.395942402189064);(9.818919293167365, 52.41714843582636);01:10:53.91;W178
3676;(9.755823812426566, 52.43427916433973);(9.819700359074073, 52.34277530919168);01:10:55.07;M600
3677;(9.794439040520574, 52.31998183436848);(9.810432497503811, 52.422203623351365);01:10:56.22;W178
3678;(9.74875108088892, 52.31655192871158);(9.794157574087862, 52.29927322180157);01:10:57.38;Amzn
3679;(9.741446094538153, 52.41455641989488);(9.795832988957324, 52.37552237981028);01:10:58.54;M600
3680;(9.814776846429595, 52.4127373567642);(9.699670642943913, 52.39759978522711);01:10:59.70;Amzn
3681;(9.735165891817635, 52.33363294140577);(9.818679398573583, 52.377272468871396);01:11:00.85;Amzn
3682;(9.699751746483502, 52.41962751924254);(9.815864347571155, 52.37746595192064);01:11:02.01;Amzn
3683;(9.70186454014509, 52.3624927688675);(9.709000516093482, 52.430291789951355);01:11:03.17;M600
3684;(9.715230276645524, 52.3390777304571);(9.809991976164037, 52.31163677381159);01:11:04.33;M600
3685;(9.799492359771723, 52.430619287005236);(9.762621585346196, 52.32163940222672);01:11:05.48;M600
3686;(9.70031958559216, 52.37965692505511);(9.665065013878383, 52.3730646195313);01:11:06.64;M600
3687;(9.76952086981942, 52.3879356106754);(9.704286009999578, 52.3827159072957);01:11:07.80;Amzn
3688;(9.714907917671724, 52.36822212385835);(9.843787359297911, 52.42325101963127);01:11:08.95;W178
3689;(9.693517119860521, 52.42634464413852);(9.7392799031358, 52.42849289498634);01:11:10.11;M600
3690;(9.842183230760606, 52.38745061067486);(9.797114350038798, 52.421740919931075);01:11:11.27;M600
3691;(9.769401710777476, 52.34090691617019);(9.647042371803188, 52.326906586343654);01:11:12.43;W178
3692;(9.811971255234749, 52.4011226917657);(9.66623411671386, 52.39894245262908);01:11:13.58;M600
3693;(9.726205670589643, 52.34546301375216);(9.74244403980129, 52.389366178236706);01:11:14.74;M600
3694;(9.647172313687243, 52.401905804373804);(9.800619364687067, 52.36855298059242);01:11:15.90;M600
3695;(9.69318725847375, 52.40048009347044);(9.766547638778677, 52.404417614450175);01:11:17.05;M600
3696;(9.788903979723873, 52.389577803830264);(9.709081598400253, 52.30967754260611);01:11:18.21;M600
3697;(9.723334804041201, 52.41217659184136);(9.775623736131479, 52.406261268809885);01:11:19.37;M600
3698;(9.784126722886828, 52.39428373792362);(9.819929598666034, 52.39175571782074);01:11:20.53;W178
3699;(9.656097192205891, 52.40867601241503);(9.686674320384148, 52.43323432212522);01:11:21.68;M600
3700;(9.6869152172291, 52.42189876298896);(9.811426419022876, 52.35327638227574);01:11:22.84;M600
3701;(9.659274954936707, 52.32707765837615);(9.761397019304226, 52.40279800306411);01:11:24.00;Amzn
3702;(9.724583450761326, 52.3690816094913);(9.681188126668546, 52.42438525607558);01:11:25.15;M600
3703;(9.7422722632515, 52.357341638574496);(9.818320632573514, 52.320710295209686);01:11:26.31;M600
3704;(9.807135884481946, 52.354085772412624);(9.80552123011977, 52.434280457187135);01:11:27.47;M600
3705;(9.683784770741065, 52.36274008889915);(9.742086040040517, 52.43752883954687);01:11:28.63;M600
3706;(9.802849908865502, 52.427095110377785);(9.648244846571433, 52.376183408912254);01:11:29.78;M600
3707;(9.659676107760735, 52.38385381053);(9.771594300411305, 52.34819868764637);01:11:30.94;W178
3708;(9.760184292802203, 52.30867599109916);(9.747191157085545, 52.366309553754036);01:11:32.10;W178
